3,30,-5487458222577050490711218714016849409047503760087531831195489080004217105968837296341131586189673352421011955033155197938514935435243923001276435782347988725676512038006187992514731981983482317923338165440313421583742788594446834364183181944583960924683897740668190287231179824590846527476002567405699072.000000
3,30,-5487458222577050490711218714016849409047503760087531831195489080004217105968837296341131586189673352421011955033155197938514935435243923001276435782347988725676512038006187992514731981983482317923338165440313421583742788594446834364183181944583960924683897740668190287231179824590846527476002567405699072.000000
3,30,-5487458222577050490711218714016849409047503760087531831195489080004217105968837296341131586189673352421011955033155197938514935435243923001276435782347988725676512038006187992514731981983482317923338165440313421583742788594446834364183181944583960924683897740668190287231179824590846527476002567405699072.000000
2,20,0.000000
1,20,0.000000
1,400,0.000000
1,400,0.000000
10,400,0.000000
