1,0.000398,0.000000
2,0.000514,0.000000
3,0.000686,0.000000
4,0.000534,0.000000
5,0.000532,0.000000
6,0.000695,0.000000
7,0.000562,0.000000
8,0.000680,0.000000
9,0.000810,0.000000
10,0.000676,0.000000
11,0.000742,0.000000
12,0.000870,0.000000
13,0.000749,0.000000
14,0.001022,0.000000
15,0.000838,0.000000
16,0.000706,0.000000
17,0.000918,0.000000
18,0.000856,0.000000
19,0.001047,0.000000
20,0.000992,0.000000
21,0.001314,0.000000
22,0.001153,0.000000
23,0.000946,0.000000
24,0.001102,0.000000
25,0.000889,0.000000
26,0.000914,0.000000
27,0.000925,0.000000
28,0.024780,0.000000
1,0.000296,0.000000
2,0.000566,0.000000
3,0.000585,0.000000
4,0.000482,0.000000
5,0.000625,0.000000
6,0.000607,0.000000
7,0.000642,0.000000
8,0.000891,0.000000
9,0.000904,0.000000
10,0.000747,0.000000
11,0.000787,0.000000
12,0.000744,0.000000
13,0.000752,0.000000
14,0.000883,0.000000
15,0.001014,0.000000
16,0.000715,0.000000
17,0.000683,0.000000
18,0.001143,0.000000
19,0.000976,0.000000
20,0.001208,0.000000
21,0.000947,0.000000
22,0.001248,0.000000
23,0.000954,0.000000
24,0.000955,0.000000
25,0.001148,0.000000
26,0.001365,0.000000
27,0.001413,0.000000
28,0.016811,0.000000
1,0.009302,0.215008
2,0.005668,0.352858
3,0.002827,0.707464
4,0.004548,0.439754
5,0.004182,0.478240
6,0.003888,0.514403
7,0.003590,0.557103
8,0.003610,0.554017
9,0.003885,0.514801
10,0.003896,0.513347
11,0.003595,0.556328
12,0.004183,0.478126
13,0.004280,0.467290
14,0.004722,0.423549
15,0.004450,0.449438
16,0.004869,0.410762
17,0.003862,0.517866
18,0.004048,0.494071
19,0.006187,0.323258
20,0.006234,0.320821
21,0.005024,0.398089
22,0.004133,0.483910
23,0.004365,0.458190
24,0.003808,0.525210
25,0.005129,0.389940
26,0.005131,0.389788
27,0.005033,0.397377
28,0.006726,0.297354
1,25.850606,0.618941
2,11.962874,1.337471
3,8.090748,1.977567
4,6.010443,2.662033
5,4.890169,3.271871
6,4.030612,3.969620
7,3.511580,4.556354
8,3.130989,5.110206
9,2.758176,5.800935
10,2.585202,6.189071
11,2.370715,6.749019
12,2.151186,7.437758
13,1.959246,8.166407
14,1.847936,8.658309
15,1.693085,9.450205
16,1.585832,10.089341
17,1.495588,10.698133
18,1.413548,11.319036
19,1.338920,11.949930
20,1.278664,12.513061
21,1.201679,13.314704
22,1.152467,13.883261
23,1.101627,14.523972
24,1.037914,15.415535
25,1.020553,15.677775
26,1.006469,15.897161
27,0.929287,17.217501
28,0.910198,17.578593
