3,30,0.000011
3,30,0.000009
3,30,0.000009
2,30,0.000009
2,20,0.000009
2,20,0.000010
2,20,0.000036
2,20,0.000032
2,20,0.000029
2,20,0.000020
2,20,0.000018
4,10,0.000018
2,20,0.000021
2,20,0.000015
2,20,0.000018
2,20,0.000015
2,20,0.000010
2,20,0.000018
2,20,0.000415
2,20,0.000681
2,20,0.000856
2,20,0.000620
2,20,0.000626
2,30,0.000636
2,30,0.000662
2,30,0.000657
2,30,0.000628
2,30,0.000623
2,30,0.000605
2,30,0.000630
2,30,0.000643
2,30,0.000588
2,30,0.000844
2,30,0.000854
2,30,0.000706
3,30,0.000856
3,30,0.000873
3,30,0.000864
3,30,0.000862
3,30,0.001082
3,30,0.000891
3,30,0.001049
3,30,0.000873
3,30,0.001153
3,30,0.000792
3,30,0.000758
3,30,0.001151
3,30,0.000789
3,30,0.000810
3,30,0.000851
3,30,0.000757
3,30,0.000879
3,30,0.000811
3,30,0.000826
3,30,0.000811
3,30,0.001011
3,30,0.000864
3,30,0.001377
3,30,0.001194
3,30,0.001132
3,30,0.000836
1,2800,0.003343
1,5600,0.011363
1,28000,0.029734
1,280000,0.579104
2,2800,0.001362
2,5600,0.001703
2,28000,0.009820
2,280000,0.046535
5,2800,0.000849
5,5600,0.002509
5,28000,0.004863
5,280000,0.045467
10,2800,0.002277
10,5600,0.001836
10,28000,0.011907
10,280000,0.048334
14,2800,0.002067
14,5600,0.008419
14,28000,0.006898
14,280000,0.047060
28,2800,0.005039
28,5600,0.014330
28,28000,0.017892
28,280000,0.045734
3,30,0.001014
3,30,0.001053
3,30,0.000948
3,30,0.000995
3,30,0.001057
3,30,0.000868
3,30,0.001127
