1,100,0.080612,0.024810
1,200,0.097823,0.163561
1,300,0.140140,0.385329
1,400,0.223297,0.573228
1,500,0.330109,0.757326
1,600,0.506642,0.852673
1,700,0.789585,0.868811
1,800,1.097383,0.933129
1,900,1.495462,0.974950
1,1000,2.080992,0.961080
1,1100,2.707882,0.983056
1,1200,3.538512,0.976682
1,1300,4.478470,0.981139
1,1400,5.461100,1.004926
1,1500,6.619871,1.019657
1,1600,9.407340,0.870809
1,1700,9.859314,0.996621
1,1800,11.629169,1.002995
1,1900,13.391040,1.024416
1,2000,16.092483,0.994253
1,2100,18.312802,1.011424
1,2200,20.905616,1.018674
1,2300,24.091098,1.010083
1,2400,31.693395,0.872358
1,2500,30.747205,1.016353
1,2600,34.782200,1.010632
1,2700,40.864423,0.963332
1,2800,44.111406,0.995298
1,2900,56.436112,0.864305
1,3000,64.958077,0.831305
1,3100,86.197014,0.691230
1,3200,87.932593,0.745298
1,3300,112.453535,0.639144
1,3400,105.933726,0.742049
1,3500,134.578365,0.637175
1,3600,122.863588,0.759476
1,3700,160.542153,0.631024
1,3800,150.533841,0.729032
1,100,0.080984,0.024696
1,200,0.091185,0.175468
1,300,0.140465,0.384437
1,400,0.211148,0.606210
1,500,0.329589,0.758521
1,600,0.507157,0.851807
1,700,0.756109,0.907277
1,800,1.102123,0.929116
1,900,1.506836,0.967590
1,1000,2.033700,0.983429
1,1100,2.661413,1.000221
1,3900,185.069370,0.641046
1,1200,3.465855,0.997157
1,1300,4.340245,1.012385
1,1400,5.622522,0.976074
1,1500,6.638002,1.016872
1,1600,9.281209,0.882644
1,1700,9.607726,1.022719
1,1800,11.344418,1.028171
1,1900,13.347299,1.027773
1,4000,191.541665,0.668262
1,256,0.124893,0.268666
1,512,0.429281,0.625314
1,2000,15.699350,1.019150
1,1024,2.869665,0.748340
1,2100,17.923998,1.033363
1,2048,21.666902,0.792908
1,2200,20.691081,1.029236
1,2300,23.532723,1.034049
1,2400,31.342211,0.882133
1,2500,30.121318,1.037471
1,2600,34.032852,1.032884
1,2700,38.051859,1.034536
1,2800,43.142209,1.017658
1,2900,52.783491,0.924115
1,3000,68.032583,0.793737
1,3100,92.198656,0.646235
1,3200,91.268398,0.718058
1,3300,123.446747,0.582227
1,3400,114.429963,0.686953
1,4096,930.995422,0.147626
4,100,0.202270,0.009888
4,200,0.212572,0.075269
4,300,0.227785,0.237066
4,400,0.244749,0.522985
4,500,0.288630,0.866162
4,600,0.332477,1.299338
4,700,0.389542,1.761042
4,800,0.498880,2.052598
4,900,0.604662,2.411265
4,1000,0.812251,2.462293
4,1100,0.980703,2.714380
4,1200,1.221324,2.829716
4,1300,1.418036,3.098652
4,1400,1.772675,3.095886
4,1500,2.096643,3.219432
4,1600,2.474190,3.310983
4,1700,2.898937,3.389518
4,1800,3.410857,3.419668
1,3500,154.356368,0.555533
4,1900,3.984863,3.442527
4,2000,4.590698,3.485309
4,2100,5.269156,3.515174
4,2200,6.022901,3.535838
4,2300,6.754257,3.602765
4,2400,7.815295,3.537678
4,2500,8.549194,3.655315
4,2600,9.649527,3.642873
4,2700,10.851295,3.627770
4,2800,11.992507,3.660953
4,2900,13.261185,3.678253
4,3000,14.739529,3.663618
4,3100,16.266277,3.662916
1,3600,131.510287,0.709541
4,3200,20.277710,3.231923
4,3300,19.423657,3.700333
4,3400,21.185363,3.710486
4,3500,22.843652,3.753778
4,3600,25.103114,3.717148
4,3700,27.090469,3.739544
4,3800,29.688993,3.696454
1,3700,185.063619,0.547412
4,3900,34.778791,3.411217
4,4000,35.199721,3.636392
4,256,0.202801,0.165455
4,512,0.292084,0.919035
4,1024,0.955656,2.247130
4,2048,6.625356,2.593048
4,4096,48.797616,2.816510
16,100,0.432888,0.004620
16,200,0.425924,0.037565
16,300,0.378898,0.142519
16,400,0.479927,0.266707
16,500,0.538047,0.464643
16,600,0.433310,0.996977
16,700,0.454985,1.507742
16,800,0.428163,2.391614
16,900,0.478871,3.044662
16,1000,0.574458,3.481542
16,1100,0.599570,4.439848
16,1200,0.664044,5.204473
16,1300,0.693952,6.331851
16,1400,0.769652,7.130496
16,1500,0.906497,7.446246
16,1600,0.965734,8.482667
16,1700,1.141557,8.607542
16,1800,1.295904,9.000667
16,1900,1.372470,9.995117

16,2000,1.585995,10.088304
16,2100,1.832504,10.107481
16,2200,1.975558,10.779740
16,2300,2.248345,10.823071
16,2400,2.499905,11.059621
16,2500,2.699068,11.578071
16,2600,3.051730,11.518713
16,2700,3.299361,11.931401
